track_name,artist,genre_tag,playcount,listeners,duration_ms,tags,tag_count
Rnb Track 37,Artist_rnb_37,rnb,3436696,2392600,250965,"rnb, music",4
Rnb Track 38,Artist_rnb_38,rnb,2448491,2298879,293699,"rnb, music",4
Rnb Track 39,Artist_rnb_39,rnb,1632731,1691682,178521,"rnb, music",7
Rnb Track 40,Artist_rnb_40,rnb,3449383,745287,263886,"rnb, music",4
Rnb Track 41,Artist_rnb_41,rnb,3696522,2250572,262165,"rnb, music",3
Rnb Track 42,Artist_rnb_42,rnb,5068261,2343195,252394,"rnb, music",6
Rnb Track 43,Artist_rnb_43,rnb,3284594,1808236,221082,"rnb, music",5
Rnb Track 44,Artist_rnb_44,rnb,3606953,1872112,225735,"rnb, music",2
Rnb Track 45,Artist_rnb_45,rnb,3442656,1953828,205339,"rnb, music",7
Rnb Track 46,Artist_rnb_46,rnb,2155868,2874485,185262,"rnb, music",7
Rnb Track 47,Artist_rnb_47,rnb,1996906,2482591,193055,"rnb, music",2
Rnb Track 48,Artist_rnb_48,rnb,3254964,1400147,269432,"rnb, music",3
Rnb Track 49,Artist_rnb_49,rnb,2971765,1315800,197640,"rnb, music",4
Rnb Track 50,Artist_rnb_50,rnb,3857062,2404333,273426,"rnb, music",5
Rnb Track 51,Artist_rnb_51,rnb,2488053,1500808,233751,"rnb, music",3
Rnb Track 52,Artist_rnb_52,rnb,3448915,2361095,218306,"rnb, music",3
Rnb Track 53,Artist_rnb_53,rnb,5089277,1717947,194289,"rnb, music",4
Rnb Track 54,Artist_rnb_54,rnb,5286597,1601870,221474,"rnb, music",4
Rnb Track 55,Artist_rnb_55,rnb,3412390,1189746,183125,"rnb, music",3
Rnb Track 56,Artist_rnb_56,rnb,2445844,1589074,237426,"rnb, music",4
Rnb Track 57,Artist_rnb_57,rnb,2925985,1933770,286938,"rnb, music",3
Rnb Track 58,Artist_rnb_58,rnb,4907484,2856903,260547,"rnb, music",7
Rnb Track 59,Artist_rnb_59,rnb,2321327,1525850,260706,"rnb, music",2
Rnb Track 60,Artist_rnb_60,rnb,3785070,2020784,179720,"rnb, music",6
Rnb Track 61,Artist_rnb_61,rnb,3274344,2280173,286572,"rnb, music",2
Rnb Track 62,Artist_rnb_62,rnb,4260960,2195072,199964,"rnb, music",6
Rnb Track 63,Artist_rnb_63,rnb,1892337,2430155,242882,"rnb, music",5
Rnb Track 64,Artist_rnb_64,rnb,3434699,2584046,278364,"rnb, music",7
Rnb Track 65,Artist_rnb_65,rnb,3475270,1995226,229012,"rnb, music",2
Rnb Track 66,Artist_rnb_66,rnb,3111996,1091329,202439,"rnb, music",6
Rnb Track 67,Artist_rnb_67,rnb,539072,2473226,298613,"rnb, music",3
Rnb Track 68,Artist_rnb_68,rnb,4066769,1787668,230539,"rnb, music",2
Rnb Track 69,Artist_rnb_69,rnb,2478228,919547,238413,"rnb, music",3
Rnb Track 70,Artist_rnb_70,rnb,2082973,1171744,174743,"rnb, music",3
Rnb Track 71,Artist_rnb_71,rnb,4024669,2403468,223038,"rnb, music",7
Rnb Track 72,Artist_rnb_72,rnb,4279816,2313962,120457,"rnb, music",4
Rnb Track 73,Artist_rnb_73,rnb,2698549,2129311,247333,"rnb, music",7
Rnb Track 74,Artist_rnb_74,rnb,3280220,1728663,262970,"rnb, music",5
Rnb Track 75,Artist_rnb_75,rnb,4350862,1935042,264278,"rnb, music",6
Rnb Track 76,Artist_rnb_76,rnb,4173245,2736531,210516,"rnb, music",4
Rnb Track 77,Artist_rnb_77,rnb,2863846,3191316,299700,"rnb, music",6
Rnb Track 78,Artist_rnb_78,rnb,2695010,1854958,275865,"rnb, music",7
Rnb Track 79,Artist_rnb_79,rnb,3988863,2953515,235865,"rnb, music",6
Rnb Track 80,Artist_rnb_80,rnb,2120445,1806492,218777,"rnb, music",5
Country Track 1,Artist_country_1,country,1704126,1553919,189739,"country, music",7
Country Track 2,Artist_country_2,country,2487923,1098133,199844,"country, music",2
Country Track 3,Artist_country_3,country,2325622,746379,245428,"country, music",5
Country Track 4,Artist_country_4,country,2098946,1526523,230435,"country, music",2
Country Track 5,Artist_country_5,country,1348909,815813,357963,"country, music",6
Country Track 6,Artist_country_6,country,2746807,996003,246220,"country, music",2
Country Track 7,Artist_country_7,country,1704350,1269541,262456,"country, music",7
Country Track 8,Artist_country_8,country,2363856,1112255,151227,"country, music",2
Country Track 9,Artist_country_9,country,2382738,991045,252330,"country, music",6
Country Track 10,Artist_country_10,country,706039,1384171,259307,"country, music",4
Country Track 11,Artist_country_11,country,1872315,1072157,225310,"country, music",6
Country Track 12,Artist_country_12,country,898295,834808,299107,"country, music",6
Country Track 13,Artist_country_13,country,2585490,1383082,190171,"country, music",2
Country Track 14,Artist_country_14,country,2032960,762836,168691,"country, music",3
Country Track 15,Artist_country_15,country,2671328,1680879,229806,"country, music",4
Country Track 16,Artist_country_16,country,1797483,636183,217409,"country, music",7
Country Track 17,Artist_country_17,country,2067530,1229082,156315,"country, music",7
Country Track 18,Artist_country_18,country,2847700,1208299,271642,"country, music",3
Country Track 19,Artist_country_19,country,2000267,662352,280609,"country, music",3
Country Track 20,Artist_country_20,country,1855261,1070586,317257,"country, music",6
Country Track 21,Artist_country_21,country,1462792,951561,200167,"country, music",6
Country Track 22,Artist_country_22,country,2390681,1327989,284351,"country, music",3
Country Track 23,Artist_country_23,country,389127,1168752,238171,"country, music",6
Country Track 24,Artist_country_24,country,1541004,1560603,279874,"country, music",5
Country Track 25,Artist_country_25,country,2209887,1272017,282043,"country, music",6
Country Track 26,Artist_country_26,country,2492455,1201889,253533,"country, music",4
Country Track 27,Artist_country_27,country,1767393,865237,281767,"country, music",4
Country Track 28,Artist_country_28,country,3873138,824066,237459,"country, music",7
Country Track 29,Artist_country_29,country,1461772,865376,238934,"country, music",2
Country Track 30,Artist_country_30,country,1647058,1300198,258546,"country, music",5
Country Track 31,Artist_country_31,country,1635979,1153043,288003,"country, music",5
Country Track 32,Artist_country_32,country,1704858,733688,212451,"country, music",7
Country Track 33,Artist_country_33,country,2422720,1568926,204596,"country, music",5
Country Track 34,Artist_country_34,country,2874247,1376125,290995,"country, music",4
Country Track 35,Artist_country_35,country,1890083,1296133,252629,"country, music",2
Country Track 36,Artist_country_36,country,2183377,1171667,300520,"country, music",2
Country Track 37,Artist_country_37,country,1003710,1676233,288262,"country, music",7
Country Track 38,Artist_country_38,country,3650064,1111582,296418,"country, music",2
Country Track 39,Artist_country_39,country,1519411,1574345,190741,"country, music",7
Country Track 40,Artist_country_40,country,2784490,1200120,248719,"country, music",4
Country Track 41,Artist_country_41,country,2881414,967877,245491,"country, music",7
Country Track 42,Artist_country_42,country,2697320,1054257,191315,"country, music",6
Country Track 43,Artist_country_43,country,1516965,1574017,189786,"country, music",6
Country Track 44,Artist_country_44,country,2211876,963790,183777,"country, music",5
Country Track 45,Artist_country_45,country,2565541,1364216,323095,"country, music",3
Country Track 46,Artist_country_46,country,2852769,1460317,223162,"country, music",3
Country Track 47,Artist_country_47,country,1950997,1261072,305226,"country, music",4
Country Track 48,Artist_country_48,country,3451875,1140212,262130,"country, music",2
Country Track 49,Artist_country_49,country,2778452,1121510,169403,"country, music",4
Country Track 50,Artist_country_50,country,1823691,587938,264714,"country, music",6
Country Track 51,Artist_country_51,country,2331379,1287828,212129,"country, music",5
Country Track 52,Artist_country_52,country,2349215,1324806,272653,"country, music",2
Country Track 53,Artist_country_53,country,1723954,1062719,226694,"country, music",6
Country Track 54,Artist_country_54,country,2294925,1403133,254235,"country, music",7
Country Track 55,Artist_country_55,country,1185306,979386,309065,"country, music",6
Country Track 56,Artist_country_56,country,2062278,1193307,252646,"country, music",4
Country Track 57,Artist_country_57,country,2355190,1375455,264098,"country, music",4
Country Track 58,Artist_country_58,country,2625111,1052651,219848,"country, music",2
Country Track 59,Artist_country_59,country,1822448,1441935,198730,"country, music",4
Country Track 60,Artist_country_60,country,2668016,514603,178897,"country, music",4
Country Track 61,Artist_country_61,country,2086932,1092090,225943,"country, music",3
Country Track 62,Artist_country_62,country,2938048,1160351,197121,"country, music",4
Country Track 63,Artist_country_63,country,1811356,1396040,295598,"country, music",4
Country Track 64,Artist_country_64,country,1095756,265502,185688,"country, music",3
Country Track 65,Artist_country_65,country,2671074,1263003,267672,"country, music",4
Country Track 66,Artist_country_66,country,2958423,1389512,225802,"country, music",4
Country Track 67,Artist_country_67,country,2000827,668987,284517,"country, music",2
Country Track 68,Artist_country_68,country,2646590,1115268,210058,"country, music",2
Country Track 69,Artist_country_69,country,2738524,1632440,262515,"country, music",7
Country Track 70,Artist_country_70,country,1472111,654658,329451,"country, music",7
Country Track 71,Artist_country_71,country,2313847,1517238,273860,"country, music",7
Country Track 72,Artist_country_72,country,2299859,1276111,250676,"country, music",5
Country Track 73,Artist_country_73,country,482263,987829,249652,"country, music",7
Country Track 74,Artist_country_74,country,1309391,873746,248759,"country, music",4
Country Track 75,Artist_country_75,country,956560,1446336,207702,"country, music",5
Country Track 76,Artist_country_76,country,1910596,716531,264908,"country, music",6
Country Track 77,Artist_country_77,country,2727692,920549,215871,"country, music",2
Country Track 78,Artist_country_78,country,1618084,1178212,242991,"country, music",6
Country Track 79,Artist_country_79,country,1890547,926667,253722,"country, music",7
Country Track 80,Artist_country_80,country,2185070,1244897,166176,"country, music",3
